      loan_id,Age     ,   Gender,    no_of_dependents,Number_of_Existing_Loans   ,Existing_Customer   , Education,    Employment, income, loan_amount,    loan_term, cibil_score     , residential_assets_value    ,LTV_Ratio, loan_status        
278,56,            Male,0,0,Yes, Non Graduate,Student,119000,100811,18,651,228000,40,     Approved           
279,23,Female                ,4,0,No, Non Graduate,,49000,150000,48,733,146000,50.82,     Approved           
280,65,            Male,5,1,Yes, Graduate        ,Freelancer,80000,55584,12,433,150000,78.59, Rejected
281,64,            Male,1,0,No, Graduate        ,Freelancer,0,95699,18,713,291000,56.71,     Approved           
282,43,,1,1,Yes, Graduate        ,Salaried,102000,138996,36,403,150000,54.75, Rejected
283,33,            Male,0,3,Yes, Graduate        ,Self-Employed,68000,134318,60,405,240000,71.59, Rejected
284,59,Female                ,3,1,Yes, Graduate        ,Freelancer,41000,47821,60,516,254000,94.39, Rejected
285,31,            Male,4,1,No, Non Graduate,Self-Employed,76000,131559,24,417,206000,57.55, Rejected
286,49,Female                ,1,2,No, Non Graduate,Salaried,145000,150000,36,468,222000,86.05, Rejected
287,19,Female                ,5,1,Yes, Graduate        ,Salaried,45000,85529,72,672,198000,80.14,     Approved           
288,44,Female                ,5,1,No, Non Graduate,Self-Employed,67000,82961,72,530,149000,93.45, Rejected
289,25,Female                ,1,2,Yes, Non Graduate,Salaried,62000,114100,24,824,148000,71.62,     Approved           
290,59,Female                ,1,0,No, Non Graduate,Self-Employed,0,93719,12,549,220000,95,     Approved           
291,24,Female                ,5,1,Yes, Non Graduate,Self-Employed,32000,16771,12,450,229000,74.98, Rejected
292,24,            Male,1,2,No, Graduate        ,Unemployed,21000,100436,36,431,146000,66.42, Rejected
293,67,Female                ,3,2,Yes, Graduate        ,Self-Employed,67000,65393,48,312,233000,40, Rejected
294,62,            Male,0,2,No, Non Graduate,Salaried,126000,150000,60,320,282000,82.07, Rejected
295,49,Female                ,0,1,No, Graduate        ,Self-Employed,95000,127360,48,433,223000,95, Rejected
296,29,            Male,1,0,No, Non Graduate,Unemployed,57000,40526,12,431,206000,61.61, Rejected
297,54,            Male,5,2,No, Non Graduate,Self-Employed,101000,150000,18,516,197000,95, Rejected
298,51,Female                ,2,0,Yes, Non Graduate,Salaried,114000,142360,72,476,200000,56.23, Rejected
299,42,            Male,5,1,No, Graduate        ,Unemployed,32000,78939,48,560,233000,53.27,Rejected
300,20,Female                ,2,0,No, Graduate        ,Self-Employed,57000,150000,24,674,150000,70.35,     Approved           
301,33,,0,1,No, Non Graduate,Self-Employed,61000,114145,18,573,227000,65.54, Approved
302,61,            Male,2,3,No, Non Graduate,Salaried,172000,150000,48,331,251000,95, Rejected
303,69,            Male,4,0,No, Graduate        ,Salaried,0,45793,24,633,221000,55.95, Approved
304,42,            Male,3,3,No, Non Graduate,Salaried,97000,67191,36,877,205000,84.53, Approved
305,53,            Male,5,0,Yes, Non Graduate,Self-Employed,107000,150000,36,656,206000,76.21, Approved
306,19,            Male,0,2,Yes, Non Graduate,Self-Employed,43000,150000,36,782,233000,69.95, Approved
307,22,            Male,5,2,No, Non Graduate,Self-Employed,46000,150000,48,531,202000,67.78,Rejected
308,44,Female                ,3,2,No, Non Graduate,Salaried,84000,73300,48,455,202000,95, Rejected
309,63,Female                ,3,0,No, Graduate        ,Salaried,64000,63181,48,452,143000,76.51, Rejected
310,48,Female                ,2,3,No, Graduate        ,Self-Employed,81000,135949,48,474,219000,63.97, Rejected
311,53,Female                ,3,2,No, Non Graduate,,29000,61018,72,483,235000,82.69,Rejected
312,50,            Male,4,0,Yes, Graduate        ,Self-Employed,75000,67902,12,481,243000,80.09, Rejected
313,26,            Male,2,2,No, Graduate        ,Unemployed,49000,150000,36,859,143000,57.47, Approved
314,52,Female                ,4,0,Yes, Graduate        ,Self-Employed,125000,101504,12,696,144000,78.46, Approved
315,68,            Male,4,0,No, Non Graduate,Salaried,0,81035,60,778,206000,94.28, Approved
316,51,Female                ,4,0,No, Graduate,Salaried,74000,93772,48,499,197000,81.43,Rejected
317,49,            Male,2,2,No, Non Graduate,Self-Employed,132000,119685,24,888,226000,95, Approved
318,57,Female                ,1,2,No,,Salaried,59000,106341,48,674,256000,95, Approved
319,50,            Male,4,1,No, Graduate,Salaried,124000,55973,36,802,149000,69.69, Approved
320,40,Female                ,4,0,Yes, Non Graduate,Salaried,83000,150000,48,540,230000,68.1, Rejected
321,50,            Male,4,3,Yes, Graduate,Salaried,145000,58056,60,726,214000,51.53, Approved
322,22,Female                ,4,2,No,,Unemployed,25000,33123,60,485,220000,80.78,Rejected
323,46,Female                ,4,0,Yes, Graduate,Salaried,95000,78045,48,612,145000,55.59, Approved
324,28,            Male,3,1,No, Non Graduate,Self-Employed,68000,150000,60,879,228000,73.08, Approved
325,65,            Male,2,1,No, Non Graduate,Self-Employed,0,150000,36,708,245000,85.5, Approved
326,23,Female                ,2,2,No, Non Graduate,Student,60000,150000,60,850,147000,84.2, Approved
327,69,            Male,2,2,No,,Freelancer,72000,122334,36,516,209000,95, Rejected
328,33,Female                ,0,3,No, Non Graduate,Self-Employed,44000,150000,60,465,254000,54.6, Rejected
329,69,            Male,0,0,Yes, Graduate,Freelancer,0,150000,24,716,224000,45.53, Approved
330,56,Female                ,4,2,Yes, Non Graduate,Self-Employed,72000,68278,72,404,143000,80.05, Rejected
331,59,,0,1,Yes, Non Graduate,Self-Employed,0,150000,24,512,149000,53.74,Approved
332,39,Female                ,3,2,No, Non Graduate,Salaried,103000,149243,48,441,217000,52.71, Rejected
333,21,Female                ,2,3,No, Non Graduate,Self-Employed,38000,22433,36,555,146000,85.43, Approved
334,36,            Male,5,0,No,,Salaried,25000,92784,18,466,145000,77.86, Rejected
335,19,Female                ,3,0,Yes, Graduate,Salaried,42000,101291,48,427,142000,84.54, Rejected
336,68,Female                ,4,3,Yes, Non Graduate,Unemployed,44000,70017,48,593,229000,95,Rejected
337,30,            Male,3,2,No, Graduate,Salaried,76000,139614,60,731,261000,90.61, Approved
338,42,            Male,1,0,No, Graduate,Salaried,73000,150000,72,451,229000,90.64, Rejected
339,68,            Male,3,0,No, Non Graduate,Unemployed,0,75839,48,628,275000,95, Approved
340,40,            Male,1,3,Yes, Non Graduate,Salaried,41000,115050,72,704,193000,84.95, Approved
341,62,            Male,2,3,Yes, Non Graduate,Self-Employed,70000,62734,48,341,212000,73.91, Rejected
342,41,Female                ,5,3,No,       Graduate,Salaried,97000,101947,48,465,220000,95, Rejected
343,51,Female                ,4,2,Yes,       Graduate,Self-Employed,68000,150000,60,431,245000,77.15,Rejected
344,22,Female                ,1,2,No,       Graduate,Salaried,25000,21566,36,424,246000,82.02, Rejected
345,22,            Male,0,0,No,       Graduate,Student,32000,92106,72,678,250000,95, Approved
346,18,            Male,4,3,No,       Graduate,Salaried,25000,60527,12,381,196000,85.7, Rejected
347,22,,5,2,Yes,       Graduate,Self-Employed,33000,146220,60,449,255000,58.92, Rejected
348,26,            Male,1,1,No, Non Graduate,Student,26000,111110,48,768,254000,89.45, Approved
349,36,            Male,0,3,No, Non Graduate,Salaried,106000,82874,48,666,228000,55.57,Approved
350,36,            Male,4,3,No, Non Graduate,,43000,24856,18,742,262000,69.96, Approved
351,28,Female                ,3,0,No, Non Graduate,Self-Employed,16000,78297,36,445,243000,92.47, Rejected
352,65,            Male,2,2,No,       Graduate,Self-Employed,0,52602,48,634,240000,88.91, Approved
353,62,Female                ,4,0,Yes, Non Graduate,Salaried,0,97287,72,782,150000,70.02, Approved
354,36,            Male,0,3,No,       Graduate,Salaried,103000,105951,48,781,207000,61.09, Approved
355,45,            Male,4,3,Yes, Non Graduate,Self-Employed,30000,67620,12,318,234000,74.68, Rejected
356,53,            Male,5,1,Yes, Non Graduate,Self-Employed,56000,67450,12,721,233000,53.82, Approved
357,41,Female                ,5,3,No, Non Graduate,Self-Employed,84000,149263,36,563,238000,63.75,Rejected
358,20,Female                ,2,2,No, Non Graduate,Salaried,34000,56851,36,419,237000,88.18,Rejected
359,26,Female                ,0,3,Yes,,Salaried,54000,105517,72,372,207000,93.07, Rejected
360,38,            Male,0,1,No, Non Graduate,Self-Employed,70000,88448,60,885,231000,57.95, Approved
361,40,            Male,1,0,No, Non Graduate,Salaried,30000,24411,72,596,234000,95, Approved
362,42,            Male,0,2,No,       Graduate,Self-Employed,37000,110707,48,349,198000,68.49,Rejected
363,24,Female                ,1,3,Yes, Non Graduate,Freelancer,58000,150000,24,468,230000,64.1, Rejected
364,61,Female                ,3,2,Yes, Non Graduate,Salaried,0,150000,36,818,248000,44.98, Approved
365,42,            Male,2,1,No, Non Graduate,Salaried,111000,119716,72,543,210000,95, Rejected
366,63,Female                ,3,1,No,       Graduate,Salaried,0,150000,48,685,237000,55.13, Approved
367,25,Female                ,3,3,Yes, Non Graduate,Freelancer,27000,97030,12,851,146000,90.71, Approved
368,47,            Male,1,0,Yes,,,103000,150000,48,377,208000,48.43, Rejected
369,56,Female                ,0,3,Yes, Non Graduate,Student,126000,147743,60,620,251000,89.38, Approved
370,29,            Male,3,1,Yes,       Graduate,Student,84000,150000,12,611,274000,50.47, Approved
371,55,Female                ,4,2,No, Non Graduate,Salaried,96000,150000,36,767,205000,88.9, Approved
372,55,            Male,5,1,Yes,       Graduate,Self-Employed,128000,130734,48,592,142000,40.42,Rejected
373,58,            Male,0,2,Yes,       Graduate,Self-Employed,89000,150000,36,319,273000,47.32,Rejected
374,21,Female                ,4,1,No, Non Graduate,Student,17000,16216,60,900,248000,63.43, Approved
375,53,Male,2,2,Yes, Non Graduate,Salaried,104000,150000,60,814,222000,40, Approved
376,66,Male,5,2,No,,Self-Employed,0,69465,48,755,242000,73.56, Approved
377,39,Male,5,2,Yes,       Graduate,Self-Employed,76000,81757,48,584,210000,84.4,Rejected
378,61,Male,4,0,No,       Graduate,Self-Employed,153000,125438,36,380,221000,95, Rejected
379,45,Female                ,2,3,No, Non Graduate,Self-Employed,75000,109452,12,465,215000,66.44, Rejected
380,52,Female                ,0,2,No, Non Graduate,,43000,43650,36,531,206000,89.05, Approved
381,56,Male,1,3,Yes,       Graduate,Salaried,108000,101684,36,814,243000,42.02, Approved
382,60,Female                ,0,1,No,       Graduate,Student,0,150000,18,678,194000,62.44, Approved
383,69,Male,2,2,No, Non Graduate,Salaried,0,96329,12,655,200000,73.06, Approved
384,34,Male,3,3,Yes, Non Graduate,Salaried,78000,88797,48,682,196000,59.52, Approved
385,36,Female                ,1,0,No, Non Graduate,Salaried,56000,150000,36,695,221000,66.96, Approved
386,46,Female                ,3,1,No, Non Graduate,Salaried,98000,141969,24,833,199000,85.59, Approved
387,62,Male,5,1,Yes, Non Graduate,Salaried,118000,118869,72,302,195000,59.23, Rejected
388,70,Female                ,1,3,Yes,,Salaried,91000,64485,36,357,145000,63.4, Rejected
389,62,Male,5,2,Yes, Non Graduate,,148000,150000,12,302,142000,47.26, Rejected
390,60,Female                ,0,1,No,       Graduate,Salaried,0,73214,36,873,262000,76.01, Approved
391,64,Male,0,1,Yes, Non Graduate,Salaried,0,150000,36,658,145000,85.94, Approved
392,38,Female                ,5,3,Yes,       Graduate,Salaried,48000,150000,36,877,143000,92.02, Approved
393,23,Female                ,3,0,No, Non Graduate,Salaried,61000,150000,60,648,235000,95, Approved
394,58,Male,1,2,No,       Graduate,Salaried,130000,79900,36,730,290000,58.58, Approved
395,37,Male,4,1,No, Non Graduate,Self-Employed,64000,87967,48,737,580000,95, Approved
396,44,Male,2,1,Yes,,Salaried,120000,150000,36,584,0,59.69, Rejected
397,22,Male,0,1,No,       Graduate,Salaried,21000,45537,48,621,100000,95, Approved
398,45,Male,4,3,No,       Graduate,,37000,41375,48,583,110000,95,Rejected
399,69,Male,2,1,Yes, Non Graduate,Salaried,0,150000,60,621,860000,95, Approved
400,24,Male,2,3,No, Non Graduate,Salaried,49000,150000,60,610,580000,53.05, Approved
401,55,Male,4,1,No,       Graduate,Unemployed,38000,141858,18,452,1000000,68.93, Rejected
402,49,Female                ,5,1,Yes,       Graduate,Salaried,82000,150000,36,339,930000,81.71, Rejected
403,33,Female                ,3,1,No,       Graduate,Salaried,59000,77955,72,650,130000,66.39, Approved
404,23,Male,4,0,No, Non Graduate,Salaried,48000,92244,48,672,100000,55.61, Approved
405,58,Male,3,2,No,       Graduate,Self-Employed,48000,75309,36,501,100000,95, Rejected
406,28,Male,2,2,Yes, Non Graduate,Self-Employed,15000,42862,60,809,120000,85.65, Approved
407,60,Male,5,0,Yes,       Graduate,Self-Employed,97000,121539,18,318,950000,78.29, Rejected
408,55,Male,4,1,Yes, Non Graduate,Salaried,139000,150000,12,649,0,55.66, Approved
409,53,Female                ,3,0,Yes, Non Graduate,Salaried,66000,78327,12,367,920000,48.25, Rejected
410,26,Male,5,0,No, Non Graduate,Unemployed,48000,127696,60,847,820000,70.53, Approved
411,34,Male,5,3,No,       Graduate,Salaried,65000,150000,72,360,1000000,76.11, Rejected
412,38,Female                ,1,0,No,       Graduate,Salaried,96000,50089,48,865,410000,65.9, Approved
413,28,Male,4,1,No, Non Graduate,Self-Employed,15000,17266,60,880,420000,95, Approved
414,45,Male,1,0,No,       Graduate,Salaried,102000,60784,60,608,140000,64.41, Approved
415,41,Female                ,0,2,No,       Graduate,Salaried,71000,150000,24,760,100000,62.58, Approved
416,19,Female                ,3,3,No,       Graduate,Self-Employed,22000,109705,72,385,150000,90.17, Rejected
417,30,Male,0,3,No,       Graduate,Self-Employed,63000,150000,48,478,380000,66.96, Rejected
418,19,Male,1,0,No,       Graduate,Self-Employed,25000,121333,36,327,500000,87.7, Rejected
419,32,Female                ,0,0,No,       Graduate,Salaried,28000,59987,48,663,130000,53.57, Approved
420,33,Female                ,2,1,No, Non Graduate,Unemployed,88000,98516,36,693,220000,86.15, Approved
421,66,Female                ,3,0,Yes,       Graduate,Salaried,0,150000,24,710,480000,66.39, Approved
422,53,Female                ,4,0,Yes, Non Graduate,Self-Employed,128000,88079,48,711,240000,49.83, Approved
423,58,Female                ,5,3,Yes,       Graduate,Unemployed,34000,64862,72,386,1000000,84.26, Rejected
424,38,Male,4,2,No,       Graduate,Salaried,19000,31226,36,855,1000000,68.85, Approved
425,25,Female                ,4,3,No,       Graduate,Self-Employed,31000,63639,72,573,110000,76.15,Rejected
426,27,Male,0,1,No,       Graduate,Self-Employed,67000,78873,12,431,100000,90.25, Rejected
427,31,Female                ,2,3,Yes,       Graduate,Salaried,58000,58902,36,364,1000000,56.29, Rejected
428,38,Female                ,4,3,Yes,       Graduate,Student,63000,150000,48,711,250000,93.62, Approved
429,43,Male,4,3,No, Non Graduate,Self-Employed,62000,49815,36,771,100000,95, Approved
430,41,Male,3,3,No,       Graduate,Salaried,115000,100487,36,669,310000,95, Approved
431,70,Female                ,4,1,No, Non Graduate,Self-Employed,181000,53449,60,338,215000,70.04, Rejected
